EmployeeID,FullName,Title,Birthdate,Gender,HireDate,JobTitle,AddressID,ModifiedDate
502,Elizabeth Keyser,N/A,1990-01-25 00:00:00,F         ,2009-03-02 00:00:00,Production Technician - WC50,2591,2019-01-01 00:00:00
503,Elizabeth Keyser,N/A,1990-01-25 00:00:00,F         ,2009-03-02 00:00:00,Production Technician - WC50,2594,2019-01-01 00:00:00
504,Elizabeth Keyser,N/A,1990-01-25 00:00:00,F         ,2009-03-02 00:00:00,Production Technician - WC50,2597,2019-01-01 00:00:00
505,Elizabeth Keyser,N/A,1990-01-25 00:00:00,F         ,2009-03-02 00:00:00,Production Technician - WC50,2600,2019-01-01 00:00:00
506,Elizabeth Keyser,N/A,1990-01-25 00:00:00,F         ,2009-03-02 00:00:00,Production Technician - WC50,2603,2019-01-01 00:00:00
507,Elizabeth Keyser,N/A,1990-01-25 00:00:00,F         ,2009-03-02 00:00:00,Production Technician - WC50,2606,2019-01-01 00:00:00
508,Elizabeth Keyser,N/A,1990-01-25 00:00:00,F         ,2009-03-02 00:00:00,Production Technician - WC50,2609,2019-01-01 00:00:00
509,Elizabeth Keyser,N/A,1990-01-25 00:00:00,F         ,2009-03-02 00:00:00,Production Technician - WC50,2612,2019-01-01 00:00:00
510,Elizabeth Keyser,N/A,1990-01-25 00:00:00,F         ,2009-03-02 00:00:00,Production Technician - WC50,2615,2019-01-01 00:00:00
511,Michael Zwilling,N/A,1973-09-05 00:00:00,M         ,2010-02-23 00:00:00,Production Technician - WC60,2687,2019-01-01 00:00:00
512,Lolan Song,N/A,1973-01-24 00:00:00,M         ,2009-01-12 00:00:00,Production Technician - WC50,2716,2019-01-01 00:00:00
513,Gordon Hee,N/A,1966-11-29 00:00:00,M         ,2010-01-11 00:00:00,Buyer,2734,2019-01-01 00:00:00
514,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,2795,2019-01-01 00:00:00
515,Baris Cetinok,N/A,1990-10-07 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC40,2812,2019-01-01 00:00:00
516,Michael Hines,N/A,1984-11-17 00:00:00,M         ,2008-12-09 00:00:00,Production Technician - WC20,2832,2019-01-01 00:00:00
517,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,2875,2019-01-01 00:00:00
518,Baris Cetinok,N/A,1990-10-07 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC40,2892,2019-01-01 00:00:00
519,Stefen Hesse,N/A,1975-12-21 00:00:00,M         ,2009-02-28 00:00:00,Production Technician - WC20,2922,2019-01-01 00:00:00
520,Frank Lee,N/A,1987-09-06 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC40,2926,2019-01-01 00:00:00
521,Pete Male,N/A,1977-02-03 00:00:00,M         ,2009-01-11 00:00:00,Production Technician - WC50,2941,2019-01-01 00:00:00
522,Zainal Arifin,N/A,1976-01-30 00:00:00,M         ,2009-01-04 00:00:00,Document Control Manager,3047,2019-01-01 00:00:00
523,Shane Kim,N/A,1990-05-24 00:00:00,M         ,2009-02-08 00:00:00,Production Supervisor - WC45,3065,2019-01-01 00:00:00
524,Paul Singh,N/A,1990-11-04 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC20,3084,2019-01-01 00:00:00
525,Michael Hines,N/A,1984-11-17 00:00:00,M         ,2008-12-09 00:00:00,Production Technician - WC20,3334,2019-01-01 00:00:00
526,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,3377,2019-01-01 00:00:00
527,Baris Cetinok,N/A,1990-10-07 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC40,3394,2019-01-01 00:00:00
528,Michael Hines,N/A,1984-11-17 00:00:00,M         ,2008-12-09 00:00:00,Production Technician - WC20,3414,2019-01-01 00:00:00
529,Andy Ruth,N/A,1983-10-20 00:00:00,M         ,2009-01-31 00:00:00,Production Technician - WC30,3496,2019-01-01 00:00:00
530,Jo Brown,N/A,1956-10-08 00:00:00,F         ,2008-02-27 00:00:00,Production Supervisor - WC60,3551,2019-01-01 00:00:00
531,Peter Connelly,N/A,1980-05-28 00:00:00,M         ,2009-02-23 00:00:00,Network Administrator,3582,2019-01-01 00:00:00
532,Reed Koch,N/A,1989-01-08 00:00:00,M         ,2009-02-02 00:00:00,Production Technician - WC30,3611,2019-01-01 00:00:00
533,Michael Patten,N/A,1974-05-03 00:00:00,M         ,2009-01-31 00:00:00,Production Technician - WC50,3673,2019-01-01 00:00:00
534,Britta Simon,N/A,1989-09-28 00:00:00,F         ,2009-01-29 00:00:00,Production Technician - WC60,3674,2019-01-01 00:00:00
535,Lorraine Nay,N/A,1988-11-26 00:00:00,F         ,2009-01-04 00:00:00,Production Technician - WC40,3675,2019-01-01 00:00:00
536,Michael Rothkugel,N/A,1991-01-04 00:00:00,M         ,2009-01-10 00:00:00,Production Technician - WC40,3676,2019-01-01 00:00:00
537,Sidney Higa,N/A,1956-08-30 00:00:00,M         ,2008-02-02 00:00:00,Production Technician - WC10,3679,2019-01-01 00:00:00
538,Mindaugas Krapauskas,N/A,1978-05-07 00:00:00,M         ,2009-01-13 00:00:00,Production Technician - WC50,3680,2019-01-01 00:00:00
539,Kathie Flood,N/A,1990-11-01 00:00:00,F         ,2009-01-27 00:00:00,Production Technician - WC45,3681,2019-01-01 00:00:00
540,Raymond Sam,N/A,1967-03-02 00:00:00,M         ,2008-12-23 00:00:00,Production Technician - WC20,3682,2019-01-01 00:00:00
541,Thomas Michaels,N/A,1986-01-10 00:00:00,M         ,2009-02-26 00:00:00,Production Technician - WC60,3683,2019-01-01 00:00:00
542,Michael Zwilling,N/A,1973-09-05 00:00:00,M         ,2010-02-23 00:00:00,Production Technician - WC60,3686,2019-01-01 00:00:00
543,Carole Poland,N/A,1983-10-19 00:00:00,F         ,2008-12-19 00:00:00,Production Technician - WC30,3692,2019-01-01 00:00:00
544,John Kane,N/A,1986-09-28 00:00:00,M         ,2010-02-27 00:00:00,Production Technician - WC10,3714,2019-01-01 00:00:00
545,Lolan Song,N/A,1973-01-24 00:00:00,M         ,2009-01-12 00:00:00,Production Technician - WC50,3720,2019-01-01 00:00:00
546,Rajesh Patel,N/A,1977-10-04 00:00:00,M         ,2008-12-31 00:00:00,Production Technician - WC40,3726,2019-01-01 00:00:00
547,Michael Vanderhyde,N/A,1982-09-18 00:00:00,M         ,2009-02-26 00:00:00,Production Technician - WC30,3731,2019-01-01 00:00:00
548,Krishna Sunkammurali,N/A,1971-09-05 00:00:00,M         ,2010-02-13 00:00:00,Production Technician - WC20,3736,2019-01-01 00:00:00
549,Mihail Frintu,N/A,1971-03-09 00:00:00,M         ,2009-12-29 00:00:00,Production Technician - WC40,3745,2019-01-01 00:00:00
550,Suroor Fatima,N/A,1978-02-25 00:00:00,M         ,2008-12-17 00:00:00,Production Technician - WC50,3749,2019-01-01 00:00:00
551,Stefen Hesse,N/A,1975-12-21 00:00:00,M         ,2009-02-28 00:00:00,Production Technician - WC20,3758,2019-01-01 00:00:00
552,Frank Lee,N/A,1987-09-06 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC40,3762,2019-01-01 00:00:00
553,Pete Male,N/A,1977-02-03 00:00:00,M         ,2009-01-11 00:00:00,Production Technician - WC50,3777,2019-01-01 00:00:00
554,Stefen Hesse,N/A,1975-12-21 00:00:00,M         ,2009-02-28 00:00:00,Production Technician - WC20,3843,2019-01-01 00:00:00
555,Frank Lee,N/A,1987-09-06 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC40,3847,2019-01-01 00:00:00
556,Zainal Arifin,N/A,1976-01-30 00:00:00,M         ,2009-01-04 00:00:00,Document Control Manager,3998,2019-01-01 00:00:00
557,Shane Kim,N/A,1990-05-24 00:00:00,M         ,2009-02-08 00:00:00,Production Supervisor - WC45,4016,2019-01-01 00:00:00
558,Paul Singh,N/A,1990-11-04 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC20,4035,2019-01-01 00:00:00
559,A. Scott Wright,N/A,1968-09-17 00:00:00,M         ,2008-12-12 00:00:00,Master Scheduler,4082,2019-01-01 00:00:00
560,Andrew Cencini,N/A,1988-09-24 00:00:00,M         ,2009-03-06 00:00:00,Production Technician - WC45,4203,2019-01-01 00:00:00
561,Andy Ruth,N/A,1983-10-20 00:00:00,M         ,2009-01-31 00:00:00,Production Technician - WC30,4225,2019-01-01 00:00:00
562,Arvind Rao,N/A,1974-08-21 00:00:00,M         ,2009-02-28 00:00:00,Buyer,4443,2019-01-01 00:00:00
563,Ebru Ersan,N/A,1986-09-22 00:00:00,M         ,2009-12-06 00:00:00,Production Technician - WC10,4487,2019-01-01 00:00:00
564,Jim Scardelis,N/A,1986-09-08 00:00:00,M         ,2008-12-19 00:00:00,Production Technician - WC50,4498,2019-01-01 00:00:00
565,Taylor Maxwell,N/A,1956-04-01 00:00:00,M         ,2008-02-08 00:00:00,Production Supervisor - WC50,4500,2019-01-01 00:00:00
566,Angela Barbariol,N/A,1991-05-31 00:00:00,F         ,2009-01-20 00:00:00,Production Technician - WC50,4503,2019-01-01 00:00:00
567,John Campbell,N/A,1956-08-07 00:00:00,M         ,2008-03-17 00:00:00,Production Supervisor - WC60,4505,2019-01-01 00:00:00
568,Margie Shoop,N/A,1986-05-20 00:00:00,F         ,2009-01-04 00:00:00,Production Technician - WC60,4510,2019-01-01 00:00:00
569,Eric Gubbels,N/A,1985-01-19 00:00:00,M         ,2009-01-14 00:00:00,Production Supervisor - WC20,4512,2019-01-01 00:00:00
570,Gary Yukish,N/A,1988-05-16 00:00:00,M         ,2008-12-22 00:00:00,Production Technician - WC40,4514,2019-01-01 00:00:00
571,Maciej Dusza,N/A,1955-01-30 00:00:00,M         ,2010-01-29 00:00:00,Production Technician - WC60,4518,2019-01-01 00:00:00
572,Randy Reeves,N/A,1970-04-28 00:00:00,M         ,2010-02-23 00:00:00,Production Technician - WC60,4529,2019-01-01 00:00:00
573,Gabe Mares,N/A,1988-05-10 00:00:00,M         ,2009-03-08 00:00:00,Production Technician - WC40,4530,2019-01-01 00:00:00
574,Michael Patten,N/A,1974-05-03 00:00:00,M         ,2009-01-31 00:00:00,Production Technician - WC50,4535,2019-01-01 00:00:00
575,Britta Simon,N/A,1989-09-28 00:00:00,F         ,2009-01-29 00:00:00,Production Technician - WC60,4536,2019-01-01 00:00:00
576,Lorraine Nay,N/A,1988-11-26 00:00:00,F         ,2009-01-04 00:00:00,Production Technician - WC40,4537,2019-01-01 00:00:00
577,Michael Rothkugel,N/A,1991-01-04 00:00:00,M         ,2009-01-10 00:00:00,Production Technician - WC40,4538,2019-01-01 00:00:00
578,Sidney Higa,N/A,1956-08-30 00:00:00,M         ,2008-02-02 00:00:00,Production Technician - WC10,4541,2019-01-01 00:00:00
579,Mindaugas Krapauskas,N/A,1978-05-07 00:00:00,M         ,2009-01-13 00:00:00,Production Technician - WC50,4542,2019-01-01 00:00:00
580,Kathie Flood,N/A,1990-11-01 00:00:00,F         ,2009-01-27 00:00:00,Production Technician - WC45,4543,2019-01-01 00:00:00
581,Raymond Sam,N/A,1967-03-02 00:00:00,M         ,2008-12-23 00:00:00,Production Technician - WC20,4544,2019-01-01 00:00:00
582,Thomas Michaels,N/A,1986-01-10 00:00:00,M         ,2009-02-26 00:00:00,Production Technician - WC60,4545,2019-01-01 00:00:00
583,Michael Zwilling,N/A,1973-09-05 00:00:00,M         ,2010-02-23 00:00:00,Production Technician - WC60,4548,2019-01-01 00:00:00
584,Carole Poland,N/A,1983-10-19 00:00:00,F         ,2008-12-19 00:00:00,Production Technician - WC30,4554,2019-01-01 00:00:00
585,John Kane,N/A,1986-09-28 00:00:00,M         ,2010-02-27 00:00:00,Production Technician - WC10,4576,2019-01-01 00:00:00
586,Lolan Song,N/A,1973-01-24 00:00:00,M         ,2009-01-12 00:00:00,Production Technician - WC50,4582,2019-01-01 00:00:00
587,Rajesh Patel,N/A,1977-10-04 00:00:00,M         ,2008-12-31 00:00:00,Production Technician - WC40,4588,2019-01-01 00:00:00
588,Michael Vanderhyde,N/A,1982-09-18 00:00:00,M         ,2009-02-26 00:00:00,Production Technician - WC30,4593,2019-01-01 00:00:00
589,Krishna Sunkammurali,N/A,1971-09-05 00:00:00,M         ,2010-02-13 00:00:00,Production Technician - WC20,4598,2019-01-01 00:00:00
590,Pete Male,N/A,1977-02-03 00:00:00,M         ,2009-01-11 00:00:00,Production Technician - WC50,4607,2019-01-01 00:00:00
591,Stefen Hesse,N/A,1975-12-21 00:00:00,M         ,2009-02-28 00:00:00,Production Technician - WC20,4673,2019-01-01 00:00:00
592,Frank Lee,N/A,1987-09-06 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC40,4677,2019-01-01 00:00:00
593,Pete Male,N/A,1977-02-03 00:00:00,M         ,2009-01-11 00:00:00,Production Technician - WC50,4692,2019-01-01 00:00:00
594,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,4743,2019-01-01 00:00:00
595,Baris Cetinok,N/A,1990-10-07 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC40,4760,2019-01-01 00:00:00
596,Michael Hines,N/A,1984-11-17 00:00:00,M         ,2008-12-09 00:00:00,Production Technician - WC20,4780,2019-01-01 00:00:00
597,Sheela Word,N/A,1978-02-10 00:00:00,F         ,2011-02-25 00:00:00,Purchasing Manager,5029,2019-01-01 00:00:00
598,Zainal Arifin,N/A,1976-01-30 00:00:00,M         ,2009-01-04 00:00:00,Document Control Manager,5061,2019-01-01 00:00:00
599,Shane Kim,N/A,1990-05-24 00:00:00,M         ,2009-02-08 00:00:00,Production Supervisor - WC45,5079,2019-01-01 00:00:00
600,Paul Singh,N/A,1990-11-04 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC20,5098,2019-01-01 00:00:00
601,Andrew Cencini,N/A,1988-09-24 00:00:00,M         ,2009-03-06 00:00:00,Production Technician - WC45,5164,2019-01-01 00:00:00
602,Mihail Frintu,N/A,1971-03-09 00:00:00,M         ,2009-12-29 00:00:00,Production Technician - WC40,5262,2019-01-01 00:00:00
603,Suroor Fatima,N/A,1978-02-25 00:00:00,M         ,2008-12-17 00:00:00,Production Technician - WC50,5266,2019-01-01 00:00:00
604,Jim Scardelis,N/A,1986-09-08 00:00:00,M         ,2008-12-19 00:00:00,Production Technician - WC50,5272,2019-01-01 00:00:00
605,Taylor Maxwell,N/A,1956-04-01 00:00:00,M         ,2008-02-08 00:00:00,Production Supervisor - WC50,5274,2019-01-01 00:00:00
606,Angela Barbariol,N/A,1991-05-31 00:00:00,F         ,2009-01-20 00:00:00,Production Technician - WC50,5277,2019-01-01 00:00:00
607,John Campbell,N/A,1956-08-07 00:00:00,M         ,2008-03-17 00:00:00,Production Supervisor - WC60,5279,2019-01-01 00:00:00
608,Margie Shoop,N/A,1986-05-20 00:00:00,F         ,2009-01-04 00:00:00,Production Technician - WC60,5284,2019-01-01 00:00:00
609,Eric Gubbels,N/A,1985-01-19 00:00:00,M         ,2009-01-14 00:00:00,Production Supervisor - WC20,5286,2019-01-01 00:00:00
610,Gary Yukish,N/A,1988-05-16 00:00:00,M         ,2008-12-22 00:00:00,Production Technician - WC40,5288,2019-01-01 00:00:00
611,Maciej Dusza,N/A,1955-01-30 00:00:00,M         ,2010-01-29 00:00:00,Production Technician - WC60,5292,2019-01-01 00:00:00
612,Randy Reeves,N/A,1970-04-28 00:00:00,M         ,2010-02-23 00:00:00,Production Technician - WC60,5303,2019-01-01 00:00:00
613,Gabe Mares,N/A,1988-05-10 00:00:00,M         ,2009-03-08 00:00:00,Production Technician - WC40,5304,2019-01-01 00:00:00
614,François Ajenstat,N/A,1975-05-17 00:00:00,M         ,2009-01-17 00:00:00,Database Administrator,5408,2019-01-01 00:00:00
615,Jo Brown,N/A,1956-10-08 00:00:00,F         ,2008-02-27 00:00:00,Production Supervisor - WC60,5475,2019-01-01 00:00:00
616,Peter Connelly,N/A,1980-05-28 00:00:00,M         ,2009-02-23 00:00:00,Network Administrator,5506,2019-01-01 00:00:00
617,Reed Koch,N/A,1989-01-08 00:00:00,M         ,2009-02-02 00:00:00,Production Technician - WC30,5535,2019-01-01 00:00:00
618,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,5573,2019-01-01 00:00:00
619,Baris Cetinok,N/A,1990-10-07 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC40,5590,2019-01-01 00:00:00
620,Michael Hines,N/A,1984-11-17 00:00:00,M         ,2008-12-09 00:00:00,Production Technician - WC20,5610,2019-01-01 00:00:00
621,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,5653,2019-01-01 00:00:00
622,Baris Cetinok,N/A,1990-10-07 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC40,5670,2019-01-01 00:00:00
623,Stefen Hesse,N/A,1975-12-21 00:00:00,M         ,2009-02-28 00:00:00,Production Technician - WC20,5730,2019-01-01 00:00:00
624,Frank Lee,N/A,1987-09-06 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC40,5734,2019-01-01 00:00:00
625,Pete Male,N/A,1977-02-03 00:00:00,M         ,2009-01-11 00:00:00,Production Technician - WC50,5749,2019-01-01 00:00:00
626,David Johnson,N/A,1979-11-02 00:00:00,M         ,2008-12-02 00:00:00,Production Technician - WC30,5798,2019-01-01 00:00:00
627,Steve Masters,N/A,1991-04-06 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC60,5811,2019-01-01 00:00:00
628,Sheela Word,N/A,1978-02-10 00:00:00,F         ,2011-02-25 00:00:00,Purchasing Manager,5963,2019-01-01 00:00:00
629,Hung-Fu Ting,Mr.,1971-10-23 00:00:00,M         ,2010-01-06 00:00:00,Production Technician - WC20,6014,2019-01-01 00:00:00
630,Mary Dempsey,N/A,1978-01-29 00:00:00,F         ,2011-02-14 00:00:00,Marketing Assistant,6047,2019-01-01 00:00:00
631,Jan Miksovsky,N/A,1974-11-15 00:00:00,M         ,2009-03-05 00:00:00,Production Technician - WC30,6060,2019-01-01 00:00:00
632,Karen Berg,N/A,1978-05-19 00:00:00,F         ,2009-02-16 00:00:00,Application Specialist,6113,2019-01-01 00:00:00
633,Pilar Ackerman,N/A,1972-09-09 00:00:00,M         ,2009-01-02 00:00:00,Shipping and Receiving Supervisor,6231,2019-01-01 00:00:00
634,Jose Lugo,N/A,1984-07-31 00:00:00,M         ,2009-02-10 00:00:00,Production Technician - WC60,6235,2019-01-01 00:00:00
635,Zainal Arifin,N/A,1976-01-30 00:00:00,M         ,2009-01-04 00:00:00,Document Control Manager,6328,2019-01-01 00:00:00
636,Shane Kim,N/A,1990-05-24 00:00:00,M         ,2009-02-08 00:00:00,Production Supervisor - WC45,6346,2019-01-01 00:00:00
637,Paul Singh,N/A,1990-11-04 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC20,6365,2019-01-01 00:00:00
638,Zainal Arifin,N/A,1976-01-30 00:00:00,M         ,2009-01-04 00:00:00,Document Control Manager,6421,2019-01-01 00:00:00
639,Vidur Luthra,N/A,1984-08-01 00:00:00,M         ,2009-01-01 00:00:00,Recruiter,6503,2019-01-01 00:00:00
640,Michael Hines,N/A,1984-11-17 00:00:00,M         ,2008-12-09 00:00:00,Production Technician - WC20,6539,2019-01-01 00:00:00
641,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,6582,2019-01-01 00:00:00
642,Baris Cetinok,N/A,1990-10-07 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC40,6599,2019-01-01 00:00:00
643,Michael Hines,N/A,1984-11-17 00:00:00,M         ,2008-12-09 00:00:00,Production Technician - WC20,6619,2019-01-01 00:00:00
644,Arvind Rao,N/A,1974-08-21 00:00:00,M         ,2009-02-28 00:00:00,Buyer,6900,2019-01-01 00:00:00
645,Ebru Ersan,N/A,1986-09-22 00:00:00,M         ,2009-12-06 00:00:00,Production Technician - WC10,6944,2019-01-01 00:00:00
646,David Johnson,N/A,1979-11-02 00:00:00,M         ,2008-12-02 00:00:00,Production Technician - WC30,6960,2019-01-01 00:00:00
647,Shane Kim,N/A,1990-05-24 00:00:00,M         ,2009-02-08 00:00:00,Production Supervisor - WC45,6979,2019-01-01 00:00:00
648,Paul Singh,N/A,1990-11-04 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC20,6998,2019-01-01 00:00:00
649,Zainal Arifin,N/A,1976-01-30 00:00:00,M         ,2009-01-04 00:00:00,Document Control Manager,7054,2019-01-01 00:00:00
650,Shane Kim,N/A,1990-05-24 00:00:00,M         ,2009-02-08 00:00:00,Production Supervisor - WC45,7072,2019-01-01 00:00:00
651,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,7094,2019-01-01 00:00:00
652,Baris Cetinok,N/A,1990-10-07 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC40,7111,2019-01-01 00:00:00
653,Sheela Word,N/A,1978-02-10 00:00:00,F         ,2011-02-25 00:00:00,Purchasing Manager,7326,2019-01-01 00:00:00
654,Stefen Hesse,N/A,1975-12-21 00:00:00,M         ,2009-02-28 00:00:00,Production Technician - WC20,7427,2019-01-01 00:00:00
655,Frank Lee,N/A,1987-09-06 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC40,7431,2019-01-01 00:00:00
656,Pete Male,N/A,1977-02-03 00:00:00,M         ,2009-01-11 00:00:00,Production Technician - WC50,7446,2019-01-01 00:00:00
657,Vidur Luthra,N/A,1984-08-01 00:00:00,M         ,2009-01-01 00:00:00,Recruiter,7574,2019-01-01 00:00:00
658,Shu Ito,N/A,1968-03-09 00:00:00,M         ,2011-05-31 00:00:00,Sales Representative,7612,2019-01-01 00:00:00
659,Paul Singh,N/A,1990-11-04 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC20,7851,2019-01-01 00:00:00
660,Zainal Arifin,N/A,1976-01-30 00:00:00,M         ,2009-01-04 00:00:00,Document Control Manager,7907,2019-01-01 00:00:00
661,Shane Kim,N/A,1990-05-24 00:00:00,M         ,2009-02-08 00:00:00,Production Supervisor - WC45,7925,2019-01-01 00:00:00
662,Jill Williams,Ms.,1979-06-18 00:00:00,F         ,2009-01-18 00:00:00,Marketing Specialist,7951,2019-01-01 00:00:00
663,Jun Cao,N/A,1979-07-06 00:00:00,M         ,2008-12-14 00:00:00,Production Technician - WC50,7960,2019-01-01 00:00:00
664,Rebecca Laszlo,N/A,1977-07-10 00:00:00,F         ,2008-12-29 00:00:00,Production Technician - WC60,7968,2019-01-01 00:00:00
665,Sheela Word,N/A,1978-02-10 00:00:00,F         ,2011-02-25 00:00:00,Purchasing Manager,8044,2019-01-01 00:00:00
666,Sheela Word,N/A,1978-02-10 00:00:00,F         ,2011-02-25 00:00:00,Purchasing Manager,8120,2019-01-01 00:00:00
667,Janice Galvin,Ms.,1989-05-28 00:00:00,F         ,2010-12-23 00:00:00,Tool Designer,8158,2019-01-01 00:00:00
668,Suroor Fatima,N/A,1978-02-25 00:00:00,M         ,2008-12-17 00:00:00,Production Technician - WC50,8169,2019-01-01 00:00:00
669,Janice Galvin,Ms.,1989-05-28 00:00:00,F         ,2010-12-23 00:00:00,Tool Designer,8227,2019-01-01 00:00:00
670,Suroor Fatima,N/A,1978-02-25 00:00:00,M         ,2008-12-17 00:00:00,Production Technician - WC50,8238,2019-01-01 00:00:00
671,Steve Masters,N/A,1991-04-06 00:00:00,M         ,2009-02-15 00:00:00,Production Technician - WC60,8267,2019-01-01 00:00:00
672,Grant Culbertson,N/A,1976-04-16 00:00:00,M         ,2009-02-25 00:00:00,Human Resources Administrative Assistant,8349,2019-01-01 00:00:00
673,Dragan Tomic,N/A,1977-02-14 00:00:00,M         ,2009-02-11 00:00:00,Accounts Payable Specialist,8350,2019-01-01 00:00:00
674,Pat Coleman,N/A,1970-12-03 00:00:00,M         ,2010-01-27 00:00:00,Janitor,8351,2019-01-01 00:00:00
675,David Liu,N/A,1983-07-08 00:00:00,M         ,2009-01-30 00:00:00,Accounts Manager,8352,2019-01-01 00:00:00
676,Christian Kleinerman,N/A,1976-01-18 00:00:00,M         ,2008-12-14 00:00:00,Maintenance Supervisor,8353,2019-01-01 00:00:00
677,Pilar Ackerman,N/A,1972-09-09 00:00:00,M         ,2009-01-02 00:00:00,Shipping and Receiving Supervisor,8572,2019-01-01 00:00:00
678,Jose Lugo,N/A,1984-07-31 00:00:00,M         ,2009-02-10 00:00:00,Production Technician - WC60,8576,2019-01-01 00:00:00
679,Paul Singh,N/A,1990-11-04 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC20,8583,2019-01-01 00:00:00
680,Zainal Arifin,N/A,1976-01-30 00:00:00,M         ,2009-01-04 00:00:00,Document Control Manager,8639,2019-01-01 00:00:00
681,Shane Kim,N/A,1990-05-24 00:00:00,M         ,2009-02-08 00:00:00,Production Supervisor - WC45,8657,2019-01-01 00:00:00
682,Paul Singh,N/A,1990-11-04 00:00:00,M         ,2009-01-17 00:00:00,Production Technician - WC20,8676,2019-01-01 00:00:00
683,David Barber,N/A,1964-06-21 00:00:00,M         ,2009-01-12 00:00:00,Assistant to the Chief Financial Officer,8710,2019-01-01 00:00:00
684,A. Scott Wright,N/A,1968-09-17 00:00:00,M         ,2008-12-12 00:00:00,Master Scheduler,8711,2019-01-01 00:00:00
685,Mindy Martin,N/A,1984-11-20 00:00:00,F         ,2008-12-25 00:00:00,Benefits Specialist,8712,2019-01-01 00:00:00
686,Vidur Luthra,N/A,1984-08-01 00:00:00,M         ,2009-01-01 00:00:00,Recruiter,8713,2019-01-01 00:00:00
687,Bryan Walton,N/A,1984-09-20 00:00:00,M         ,2009-01-24 00:00:00,Accounts Receivable Specialist,8714,2019-01-01 00:00:00
688,Alex Nayberg,N/A,1990-04-13 00:00:00,M         ,2009-02-08 00:00:00,Production Technician - WC45,8715,2019-01-01 00:00:00
689,Ken Sánchez,N/A,1969-01-29 00:00:00,M         ,2009-01-14 00:00:00,Chief Executive Officer,8716,2019-01-01 00:00:00
690,Ovidiu Cracium,N/A,1978-01-17 00:00:00,M         ,2010-12-05 00:00:00,Senior Tool Designer,8718,2019-01-01 00:00:00
691,Stephen Jiang,N/A,1951-10-17 00:00:00,M         ,2011-01-04 00:00:00,North American Sales Manager,8721,2019-01-01 00:00:00
692,Stephen Jiang,N/A,1951-10-17 00:00:00,M         ,2011-01-04 00:00:00,North American Sales Manager,8776,2019-01-01 00:00:00
693,Janice Galvin,Ms.,1989-05-28 00:00:00,F         ,2010-12-23 00:00:00,Tool Designer,8831,2019-01-01 00:00:00
694,Suroor Fatima,N/A,1978-02-25 00:00:00,M         ,2008-12-17 00:00:00,Production Technician - WC50,8842,2019-01-01 00:00:00
695,Dan Bacon,N/A,1987-05-26 00:00:00,M         ,2009-01-11 00:00:00,Application Specialist,8894,2019-01-01 00:00:00
696,Janaina Bueno,N/A,1985-01-30 00:00:00,F         ,2008-12-23 00:00:00,Application Specialist,8902,2019-01-01 00:00:00
697,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,8903,2019-01-01 00:00:00
698,Sheela Word,N/A,1978-02-10 00:00:00,F         ,2011-02-25 00:00:00,Purchasing Manager,8947,2019-01-01 00:00:00
699,Peter Krebs,N/A,1982-11-03 00:00:00,M         ,2008-12-01 00:00:00,Production Control Manager,9254,2019-01-01 00:00:00
700,Jack Richins,N/A,1983-06-22 00:00:00,M         ,2009-02-21 00:00:00,Production Supervisor - WC30,9336,2019-01-01 00:00:00
